scenario_id,method,action,candidate_id,sample,time,ax,ay,az,record_basis
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,16,501.0,-8.33768100071536e-05,-0.0013211801206451494,0.0038004047076722405,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,17,504.0,6.800883416187162e-05,-0.0021757617185376643,0.006354762599192314,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,18,507.0,0.00021359229791047892,-0.00303135126023535,0.008909047284460573,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,19,510.0,0.00035337190413121754,-0.0038879093536474435,0.011463229338363974,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,20,513.0,0.0004873460425765146,-0.004745396595525563,0.014017279336971767,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,21,516.0,0.0006155131698772252,-0.005603773571917619,0.016571167857874478,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,22,519.0,0.0007378718095604131,-0.006463000858621876,0.019124865480522824,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,23,522.0,0.0008544205520663589,-0.007323039021641098,0.021678342786566683,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,24,525.0,0.0009651580547647974,-0.008183848617636835,0.024231570360193917,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,25,528.0,0.0010700830419703854,-0.009045390194383803,0.02678451878846931,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,26,531.0,0.0011691943049573971,-0.009907624291224373,0.02933715866167337,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,27,534.0,0.0012624907019736485,-0.010770511439523147,0.031889460573641115,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,28,537.0,0.0013499711582536506,-0.011634012163121642,0.03444139512210087,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,29,540.0,0.0014316346660309901,-0.012498086978793045,0.03699293290901292,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,30,543.0,-9.894444351614026e-05,0.0,-6.42855520299471e-05,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,31,546.0,-9.894444351614026e-05,0.0,-6.42855520299471e-05,planned_command_not_execution
