time,rx,ry,rz,vx,vy,vz,ax,ay,az
959.0,-27.1218221505299,-12.302863739215764,1.0755211707433872,-0.1545463737016014,-0.08309514695067771,-0.01291201280511165,0.002079771501890912,0.0004904647383377671,0.00017612367864043783
960.0,-27.275483807385292,-12.385539753430862,1.0626947443991528,-0.152776722475084,-0.08225754885424126,-0.012740837147073235,0.0020611676165520343,0.0004899027474268283,0.0001725440878142221
961.0,-27.42776056132378,-12.46244639196909,1.046991426062328,-0.1517728471071484,-0.07155610680587843,-0.01866579617655984,0.0012829243518092386,0.010356880365310569,-0.005923608208362476
962.0,-27.578975439988053,-12.528652678195426,1.025373698495125,-0.15065297208548675,-0.060856887976503474,-0.02456965434609909,0.0013752946986918314,0.010357059886873767,-0.005902531235958056
963.0,-27.72901066582057,-12.584161257352307,0.9978633642250571,-0.14941354184590536,-0.050160737753890135,-0.0304510083252094,0.0014712222926820584,0.01035666051986552,-0.0058800584896558815
964.0,-27.877744666597,-12.628975660220316,0.9644837253724157,-0.14805052264693636,-0.03946858200689846,-0.036308262259137185,0.0015711868553955175,0.010355610369518459,-0.005855997416337729
965.0,-28.025051549098247,-12.66310039314669,0.9252597967568299,-0.14655930627532923,-0.02878144621661722,-0.042139586604325846,0.0016757645911157732,0.01035381960086263,-0.005830114296302895
966.0,-28.17080046269924,-12.686541050272373,0.8802185663237122,-0.1449345861763063,-0.018100480752729794,-0.047942864653185854,0.0017856558100359488,0.010351174542591029,-0.005802121932267564
967.0,-28.314854820019598,-12.699304455403352,0.8293893176487935,-0.1431701954502771,-0.007426994900101833,-0.05371562185315993,0.0019017231261710937,0.010347529260268723,-0.0057716624432886466
968.0,-28.45707132860822,-12.701398844281067,0.7728040354275499,-0.14125889092868424,0.003237496349345623,-0.05945493051789109,0.0020250454663005226,0.010342693218627153,-0.005738282656403361
969.0,-28.597344245405093,-12.693051215605015,0.7106176989002634,-0.13928317843158083,0.013457015917760303,-0.06491772927036334,0.002066368337181315,0.009902119367477206,-0.005461848786910753
970.0,-28.73565338759571,-12.674898413504593,0.6432119910435976,-0.1373316529741635,0.02284785231955151,-0.06989367206319191,0.002020529670850542,0.009077879699063188,-0.004975075817491143
971.0,-28.872023671973867,-12.64773986797015,0.5710563845657076,-0.1354057520163497,0.03146851244936885,-0.07441752549950777,0.0019750549480096486,0.008312090545239554,-0.004523075827779525
972.0,-29.00648132070691,-12.612318521074794,0.49458678815348756,-0.1335066503690067,0.03937346514799448,-0.07852165101154115,0.0019300790988870699,0.007600710898426613,-0.004103443067691946
973.0,-29.139053613136802,-12.569324726387501,0.4142078688832206,-0.1316352889894357,0.04661341849471066,-0.08223617038161903,0.0018857170860860622,0.006939977605020277,-0.0037139373495994974
974.0,-29.26976866501711,-12.519399880594248,0.33029521480065516,-0.12979240106493467,0.05323557809788864,-0.08558911988228032,0.001842066009664297,0.006326386301533149,-0.0033524726645770544
